"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb338200",0.310995074741276,2,"Yes","0.9862491,0.1712576"
"Zm00001eb066360",0.311280642598459,7,"Yes","0.5643858,0.1030756,0.2432332,0.02298807,0.4748011,0.679188,0.9137056"
"Zm00001eb429310",0.311306001545946,9,"Yes","0.2042313,0.3933162,0.804198,0.7131208,0.1477636,0.6047735,0.1948364,0.4307593,0.07220871"
"Zm00001eb062880",0.311483770268535,3,"Yes","0.2460301,0.2043199,0.5456319"
"Zm00001eb085650",0.3115082,1,"No","0.3115082"
"Zm00001eb360410",0.3119836,1,"No","0.3119836"
"Zm00001eb425910",0.312052111378515,2,"Yes","0.363721,0.1789917"
"Zm00001eb103490",0.3122202,1,"No","0.3122202"
"Zm00001eb282160",0.312289,1,"No","0.312289"
"Zm00001eb423640",0.312330939706412,4,"Yes","0.5414178,0.9763734,0.2075008,0.07304324"
"Zm00001eb046860",0.312618576485589,4,"Yes","0.5509136,0.1685041,0.2895239,0.200922"
"Zm00001eb236380",0.3133555,1,"No","0.3133555"
"Zm00001eb356420",0.3135278,1,"No","0.3135278"
"Zm00001eb068100",0.313889440349828,3,"Yes","0.478973,0.1740786,0.2930414"
"Zm00001eb392460",0.3140999,1,"No","0.3140999"
"Zm00001eb228880",0.314267512924848,3,"Yes","0.1650232,0.2646556,0.9531281"
"Zm00001eb325640",0.31439991795628,5,"Yes","0.606801,0.1099056,0.2791104,0.1736172,0.5105243"
"Zm00001eb119540",0.3144863,1,"No","0.3144863"
"Zm00001eb121220",0.3145851,1,"No","0.3145851"
"Zm00001eb146030",0.3146556,1,"No","0.3146556"
"Zm00001eb195050",0.3149548,1,"No","0.3149548"
"Zm00001eb324320",0.315397600496159,5,"Yes","0.3923508,0.8761027,0.6442571,0.03594427,0.8460606"
"Zm00001eb213240",0.316139047747256,7,"Yes","0.5471476,0.04265683,0.4459623,0.5877136,0.4371329,0.5298768,0.09116875"
"Zm00001eb400490",0.316170895466497,8,"Yes","0.6544728,0.9336166,0.9815583,0.1958645,0.02570327,0.7948687,0.5420776,0.07894515"
"Zm00001eb065800",0.3164124,1,"No","0.3164124"
"Zm00001eb068300",0.316609716516375,5,"Yes","0.7336665,0.2973393,0.2058907,0.3858437,0.09324583"
"Zm00001eb252400",0.317341855901684,5,"Yes","0.2685669,0.9816635,0.9851897,0.09701801,0.2935729"
"Zm00001eb253150",0.317655662914061,7,"Yes","0.3096741,0.7859512,0.9027014,0.8279994,0.02765136,0.8191645,0.8716937"
"Zm00001eb323120",0.317978090055225,2,"Yes","0.2141718,0.2172214"
"Zm00001eb322100",0.3182887,1,"No","0.3182887"
"Zm00001eb317380",0.3184813,1,"No","0.3184813"
"Zm00001eb270540",0.318565529311122,3,"Yes","0.2776125,0.2951313,0.6389427"
"Zm00001eb230230",0.319047231554392,5,"Yes","0.2763396,0.2592011,0.6052186,0.7232746,0.1815877"
"Zm00001eb156040",0.3190869,1,"No","0.3190869"
"Zm00001eb408140",0.31972406662983,2,"Yes","0.1770277,0.8069516"
"Zm00001eb408150",0.31972406662983,2,"Yes","0.1770277,0.8069516"
"Zm00001eb004470",0.3198341,1,"No","0.3198341"
"Zm00001eb196350",0.319904690120615,3,"Yes","0.08869518,0.9963547,0.2843285"
"Zm00001eb253850",0.319937405106084,15,"Yes","0.7713901,0.8825385,0.3613312,0.3974065,0.8145246,0.8542535,0.7501312,0.2186478,0.5794197,0.008734893,0.330355,0.7122889,0.6522871,0.4957854,0.4685217"
"Zm00001eb289920",0.320272819339731,3,"Yes","0.9890337,0.07258346,0.5679947"
"Zm00001eb014840",0.3207935,1,"No","0.3207935"
"Zm00001eb311460",0.3222148,1,"No","0.3222148"
"Zm00001eb143860",0.322246057287062,7,"Yes","0.2999746,0.6623921,0.5034075,0.1552209,0.2566566,0.768486,0.2789996"
"Zm00001eb213920",0.322775537459757,7,"Yes","0.3145631,0.1804193,0.7813727,0.3364118,0.4489841,0.02862738,0.144286"
"Zm00001eb359340",0.3234027,1,"No","0.3234027"
"Zm00001eb043310",0.3235999,1,"No","0.3235999"
"Zm00001eb048160",0.3237549,1,"No","0.3237549"
"Zm00001eb315400",0.324082422656329,4,"Yes","0.9636343,0.2174704,0.8990439,0.1306085"
"Zm00001eb309040",0.3244519,1,"No","0.3244519"
"Zm00001eb072470",0.3246838,1,"No","0.3246838"
"Zm00001eb414870",0.325127529864549,28,"Yes","0.3033548,0.1663817,0.3113621,0.913827,0.5526469,0.7032653,0.4956421,0.01342175,0.01622811,0.2035517,0.8170597,0.05824047,0.9486515,0.9013859,0.8906618,0.1348656,0.9157715,0.7556177,0.8848949,0.4048919,0.2230786,0.6390559,0.4040502,0.5594615,0.363729,0.9886349,0.9853163,0.788266"
"Zm00001eb107050",0.3255141,1,"No","0.3255141"
"Zm00001eb071280",0.326716122673558,5,"Yes","0.9816908,0.9751422,0.9267164,0.1172126,0.1395978"
"Zm00001eb359160",0.32682667621518,3,"Yes","0.1893442,0.2892709,0.7189376"
"Zm00001eb359170",0.32682667621518,3,"Yes","0.1893442,0.2892709,0.7189376"
"Zm00001eb281950",0.3275541,1,"No","0.3275541"
"Zm00001eb323790",0.328165808460637,5,"Yes","0.3129394,0.5561706,0.07520142,0.2704081,0.1536702"
"Zm00001eb399800",0.328455359060486,3,"Yes","0.3002466,0.5089163,0.09490824"
"Zm00001eb313280",0.328629009887562,8,"Yes","0.3363272,0.1533018,0.2481412,0.1566691,0.657715,0.4271429,0.2101258,0.6470741"
"Zm00001eb122190",0.3290864,1,"No","0.3290864"
"Zm00001eb372410",0.330487354576831,2,"Yes","0.1818414,0.9354559"
"Zm00001eb188970",0.3306131,1,"No","0.3306131"
"Zm00001eb154490",0.33086255791145,3,"Yes","0.6009009,0.08282335,0.3456018"
"Zm00001eb009580",0.3314119,1,"No","0.3314119"
"Zm00001eb245640",0.3317618,1,"No","0.3317618"
"Zm00001eb315550",0.33187991278683,2,"Yes","0.3396894,0.1844867"
"Zm00001eb247960",0.331959218089387,2,"Yes","0.5572764,0.1826802"
"Zm00001eb286400",0.3323438,1,"No","0.3323438"
"Zm00001eb152000",0.3325164,1,"No","0.3325164"
"Zm00001eb200050",0.332524980627056,3,"Yes","0.3019832,0.8750238,0.08243229"
"Zm00001eb298910",0.33376587788892,2,"Yes","0.1843046,0.954535"
"Zm00001eb202120",0.333809311213427,2,"Yes","0.2083602,0.1859975"
"Zm00001eb289210",0.333883806471832,6,"Yes","0.1171358,0.07726812,0.8916076,0.5075243,0.7431692,0.6488921"
"Zm00001eb041380",0.334949935381831,2,"Yes","0.8137368,0.1851472"
"Zm00001eb040010",0.3349534,1,"No","0.3349534"
"Zm00001eb060440",0.3359718,1,"No","0.3359718"
"Zm00001eb264410",0.336226952519962,22,"Yes","0.464947,0.6830808,0.007715029,0.3718036,0.2931282,0.6857409,0.2601836,0.4407111,0.7517135,0.7617841,0.8159894,0.7370742,0.6006165,0.6914439,0.7354934,0.2643272,0.8716112,0.07546722,0.4494143,0.6862605,0.144366,0.06782929"
"Zm00001eb392380",0.336603880080593,2,"Yes","0.4536886,0.1857072"
"Zm00001eb230720",0.336851406462431,3,"Yes","0.1477121,0.3065759,0.4536117"
"Zm00001eb006920",0.337116594084305,2,"Yes","0.1960407,0.7621416"
"Zm00001eb365000",0.33714794177414,2,"Yes","0.1872016,0.1958335"
"Zm00001eb008360",0.337311894591534,2,"Yes","0.1863044,0.6894889"
"Zm00001eb060990",0.337354572505077,8,"Yes","0.3175959,0.2796723,0.02335154,0.5625369,0.7748711,0.9932371,0.6379416,0.8106671"
"Zm00001eb400660",0.337734171923698,3,"Yes","0.4416614,0.3084204,0.1930897"
"Zm00001eb048000",0.3378096,1,"No","0.3378096"
"Zm00001eb253890",0.3397071,1,"No","0.3397071"
"Zm00001eb400180",0.340099210648414,2,"Yes","0.6852312,0.1901924"
"Zm00001eb191820",0.3401794,1,"No","0.3401794"
"Zm00001eb363890",0.340199467808373,2,"Yes","0.1878882,0.3297887"
"Zm00001eb160030",0.340823797615843,2,"Yes","0.8258931,0.2026672"
"Zm00001eb186620",0.341144912346177,3,"Yes","0.1013169,0.3652439,0.4118804"
"Zm00001eb167780",0.341425430100466,4,"Yes","0.2033165,0.2274574,0.7383763,0.7738673"
"Zm00001eb355000",0.3414333,1,"No","0.3414333"
"Zm00001eb321850",0.34183370272421,5,"Yes","0.8155251,0.5168401,0.7285678,0.1399162,0.1349284"
"Zm00001eb283170",0.3419273,1,"No","0.3419273"
"Zm00001eb220650",0.3420962,1,"No","0.3420962"
"Zm00001eb079900",0.34270965308582,3,"Yes","0.2775248,0.3245694,0.2852972"
"Zm00001eb377190",0.3427757,1,"No","0.3427757"
"Zm00001eb377200",0.3427757,1,"No","0.3427757"
"Zm00001eb215320",0.342867744864006,3,"Yes","0.09970875,0.6240653,0.3093554"
"Zm00001eb003220",0.342871075664663,7,"Yes","0.4087112,0.4515126,0.8861263,0.1932703,0.1849568,0.6752357,0.06688715"
"Zm00001eb143170",0.343389467641351,4,"Yes","0.1328491,0.4639999,0.8966443,0.2277813"
"Zm00001eb146390",0.3433914,1,"No","0.3433914"
"Zm00001eb036780",0.343619,1,"No","0.343619"
"Zm00001eb021350",0.3442724,1,"No","0.3442724"
"Zm00001eb172590",0.344406002374021,3,"Yes","0.7120228,0.08609875,0.3213551"
"Zm00001eb248360",0.3445178,1,"No","0.3445178"
"Zm00001eb101390",0.345233237985358,2,"Yes","0.1972914,0.5042453"
"Zm00001eb144630",0.345262079398869,10,"Yes","0.4666404,0.8590261,0.2547086,0.6472809,0.1962426,0.261838,0.02681517,0.09179723,0.5878627,0.6964514"
"Zm00001eb344190",0.3456652,1,"No","0.3456652"
"Zm00001eb076980",0.346032382705709,5,"Yes","0.9864171,0.2697467,0.2509424,0.09780408,0.6213887"
"Zm00001eb021910",0.3463904,1,"No","0.3463904"
"Zm00001eb360630",0.34684086616616,2,"Yes","0.1921697,0.7818785"
"Zm00001eb105520",0.3471147,1,"No","0.3471147"
"Zm00001eb322910",0.347175652766256,2,"Yes","0.5456457,0.1933508"
"Zm00001eb398010",0.3473248,1,"No","0.3473248"
"Zm00001eb083880",0.347362440919547,8,"Yes","0.3549571,0.084068,0.1513847,0.177935,0.8275046,0.2533229,0.8330922,0.5644378"
"Zm00001eb214910",0.347422325536622,5,"Yes","0.3135611,0.349768,0.1470403,0.1290851,0.3751345"
"Zm00001eb013940",0.347547460429839,4,"Yes","0.6388256,0.2609493,0.07601874,0.2935163"
"Zm00001eb336210",0.3480745,1,"No","0.3480745"
"Zm00001eb121750",0.348465317173487,5,"Yes","0.2586813,0.6283547,0.1503729,0.312198,0.4517591"
"Zm00001eb056850",0.348471029481203,3,"Yes","0.8317991,0.1550391,0.3149544"
"Zm00001eb056220",0.3485128,1,"No","0.3485128"
"Zm00001eb248670",0.348732014289135,4,"Yes","0.06685538,0.6991173,0.8815081,0.9033637"
"Zm00001eb000810",0.348991138123642,6,"Yes","0.05504637,0.4994887,0.480257,0.4124961,0.4235404,0.6334851"
"Zm00001eb003040",0.3490141,1,"No","0.3490141"
"Zm00001eb003050",0.3490141,1,"No","0.3490141"
"Zm00001eb241980",0.349200003358183,2,"Yes","0.5991325,0.1948583"
"Zm00001eb008850",0.3493632,1,"No","0.3493632"
"Zm00001eb041070",0.3499109,1,"No","0.3499109"
"Zm00001eb271050",0.350071421360655,2,"Yes","0.5481723,0.2636003"
"Zm00001eb157860",0.350120105532415,11,"Yes","0.7496416,0.1820723,0.5984004,0.5198199,0.01846486,0.07382261,0.6646477,0.4918807,0.8172968,0.7420623,0.470219"
"Zm00001eb067080",0.350177685881386,5,"Yes","0.132156,0.1479235,0.9620777,0.6207544,0.9761562"
"Zm00001eb214380",0.350320815557711,4,"Yes","0.2304844,0.5930601,0.1249026,0.676669"
"Zm00001eb214390",0.350320815557711,4,"Yes","0.2304844,0.5930601,0.1249026,0.676669"
"Zm00001eb041740",0.3504951,1,"No","0.3504951"
"Zm00001eb044210",0.3508234,1,"No","0.3508234"
"Zm00001eb431910",0.3509255,1,"No","0.3509255"
"Zm00001eb147900",0.351888964992362,4,"Yes","0.9107523,0.6201572,0.6726473,0.07968129"
"Zm00001eb283180",0.352100299349525,5,"Yes","0.4309689,0.9846455,0.213446,0.09501312,0.2975587"
"Zm00001eb122510",0.3535101,1,"No","0.3535101"
"Zm00001eb364330",0.3538451,1,"No","0.3538451"
"Zm00001eb158390",0.354565783248064,9,"Yes","0.1751558,0.1551915,0.4811993,0.06050022,0.8414534,0.9819433,0.6572467,0.5801444,0.2280436"
"Zm00001eb277620",0.354678134473168,2,"Yes","0.5092255,0.1988338"
"Zm00001eb291820",0.35474936955213,2,"Yes","0.1974486,0.8269187"
"Zm00001eb049310",0.355736004404053,3,"Yes","0.4337787,0.1031794,0.3426685"
"Zm00001eb110260",0.3561136,1,"No","0.3561136"
"Zm00001eb392810",0.3563732,1,"No","0.3563732"
"Zm00001eb415730",0.356445609387818,3,"Yes","0.8601193,0.8581243,0.08990138"
"Zm00001eb381600",0.356711553228516,2,"Yes","0.2169968,0.4841871"
"Zm00001eb070910",0.3567823,1,"No","0.3567823"
"Zm00001eb334630",0.357653255095954,26,"Yes","0.9770888,0.4183252,0.6733488,0.1996124,0.23981,0.8885189,0.1970343,0.7824555,0.09016771,0.932123,0.5055698,0.1657876,0.08493285,0.9812692,0.2779864,0.9550673,0.4175962,0.1756581,0.5358483,0.2833277,0.2730286,0.306947,0.603904,0.5267291,0.7791376,0.1971175"
"Zm00001eb221410",0.3582152,1,"No","0.3582152"
"Zm00001eb187760",0.358249820747578,2,"Yes","0.2001217,0.4088201"
"Zm00001eb042420",0.358721,1,"No","0.358721"
"Zm00001eb241080",0.359283587674379,6,"Yes","0.985586,0.1296187,0.1335458,0.2810205,0.6694936,0.5486596"
"Zm00001eb287380",0.359315441101613,3,"Yes","0.5517062,0.3170409,0.2150602"
"Zm00001eb068420",0.360296710552361,3,"Yes","0.211366,0.3220335,0.8520686"
"Zm00001eb114060",0.36039,1,"No","0.36039"
"Zm00001eb007080",0.360714761713289,3,"Yes","0.2331419,0.3211103,0.4477723"
"Zm00001eb194620",0.361141791244339,2,"Yes","0.2007515,0.4084281"
"Zm00001eb140180",0.361198040422241,2,"Yes","0.2082147,0.4457918"
"Zm00001eb318630",0.361848511776346,3,"Yes","0.7717508,0.8218098,0.08539523"
"Zm00001eb058570",0.3618564,1,"No","0.3618564"
"Zm00001eb169270",0.361913,1,"No","0.361913"
"Zm00001eb354890",0.362123277409244,2,"Yes","0.2074901,0.5448958"
"Zm00001eb187330",0.3625783,1,"No","0.3625783"
"Zm00001eb252690",0.362907946101161,3,"Yes","0.8351765,0.1120433,0.3233657"
"Zm00001eb106680",0.363014779984301,9,"Yes","0.260588,0.1909893,0.1817305,0.2525903,0.5217935,0.738177,0.2878541,0.2527313,0.8624509"
"Zm00001eb153530",0.363022889018341,2,"Yes","0.92861,0.2022886"
"Zm00001eb046790",0.363278814257525,5,"Yes","0.654432,0.228006,0.04369177,0.8240884,0.8665395"
"Zm00001eb326970",0.3633082,1,"No","0.3633082"
"Zm00001eb371830",0.363483791493308,8,"Yes","0.7734814,0.72937,0.2976038,0.08779469,0.04319741,0.9457781,0.5281891,0.3903004"
"Zm00001eb364820",0.3634844,1,"No","0.3634844"
"Zm00001eb405230",0.3636214,1,"No","0.3636214"
"Zm00001eb327020",0.3641809,1,"No","0.3641809"
"Zm00001eb371590",0.364740922555833,3,"Yes","0.321456,0.3163357,0.811571"
"Zm00001eb279350",0.364963111591291,2,"Yes","0.4325742,0.2124783"
"Zm00001eb039840",0.3653178,1,"No","0.3653178"
"Zm00001eb321560",0.365376034150558,20,"Yes","0.8755968,0.07101707,0.2631396,0.09628883,0.08215931,0.1254382,0.6366579,0.3893862,0.6519721,0.3909418,0.180514,0.1274998,0.7249378,0.7051301,0.2005918,0.2714919,0.6372824,0.6026896,0.5968217,0.7126752"
"Zm00001eb255190",0.3657629,1,"No","0.3657629"
"Zm00001eb400880",0.366093434849473,3,"Yes","0.3095049,0.6375819,0.3155425"
"Zm00001eb188880",0.366323209159964,2,"Yes","0.2101095,0.6190061"
"Zm00001eb240190",0.36643694220598,2,"Yes","0.4750786,0.2048536"
"Zm00001eb358050",0.3671074,1,"No","0.3671074"
"Zm00001eb089620",0.367311370201865,3,"Yes","0.1003728,0.8521577,0.9319836"
"Zm00001eb142950",0.3681381,1,"No","0.3681381"
"Zm00001eb195480",0.3684267,1,"No","0.3684267"
"Zm00001eb182700",0.3685216,1,"No","0.3685216"
"Zm00001eb115250",0.3685875,1,"No","0.3685875"
"Zm00001eb229750",0.3692069,1,"No","0.3692069"
"Zm00001eb190280",0.369408101145121,2,"Yes","0.2080934,0.7270707"
"Zm00001eb159550",0.369524668877584,3,"Yes","0.7206678,0.09856753,0.3671238"
"Zm00001eb215210",0.369593028015679,3,"Yes","0.9259791,0.1867913,0.3004539"
"Zm00001eb069500",0.3696683,1,"No","0.3696683"
"Zm00001eb156190",0.370001862910517,2,"Yes","0.2590155,0.5705231"
"Zm00001eb158170",0.370131713109729,3,"Yes","0.2093709,0.4622347,0.3268269"
"Zm00001eb035750",0.370319896067581,3,"Yes","0.531042,0.122236,0.3080241"
"Zm00001eb399910",0.370959837982675,5,"Yes","0.05267292,0.5323332,0.6115104,0.4721119,0.652835"
"Zm00001eb254800",0.371668662216571,2,"Yes","0.208303,0.6142222"
"Zm00001eb314860",0.371742866265619,2,"Yes","0.2078015,0.9072572"
"Zm00001eb281570",0.371763264321776,3,"Yes","0.289368,0.2599078,0.9721166"
"Zm00001eb011160",0.371796636640548,3,"Yes","0.3146547,0.2251216,0.8617673"
"Zm00001eb316930",0.3719689,1,"No","0.3719689"
"Zm00001eb158860",0.37242909384661,3,"Yes","0.2779867,0.2896695,0.8163775"
"Zm00001eb071820",0.372991652412405,2,"Yes","0.2092998,0.3225531"
"Zm00001eb286140",0.3730103,1,"No","0.3730103"
"Zm00001eb002890",0.3739071,1,"No","0.3739071"
"Zm00001eb001040",0.374219454342481,4,"Yes","0.2819518,0.5836085,0.5350254,0.09210024"
"Zm00001eb364930",0.374361101667739,2,"Yes","0.2090262,0.6010887"
"Zm00001eb350530",0.374906466915219,5,"Yes","0.4985992,0.9509301,0.9721029,0.04670147,0.259178"
"Zm00001eb326610",0.3749859,1,"No","0.3749859"
"Zm00001eb143850",0.375069179852287,2,"Yes","0.2899175,0.2095731"
"Zm00001eb047670",0.3754837,1,"No","0.3754837"
"Zm00001eb212010",0.3763056,1,"No","0.3763056"
"Zm00001eb413550",0.376802596426281,2,"Yes","0.724737,0.2106401"
"Zm00001eb059320",0.3768114,1,"No","0.3768114"
"Zm00001eb204740",0.3771211,1,"No","0.3771211"
"Zm00001eb071910",0.3776525,1,"No","0.3776525"
"Zm00001eb123970",0.3778677,1,"No","0.3778677"
"Zm00001eb049650",0.377934721568602,4,"Yes","0.9365642,0.2402834,0.08637078,0.7823694"
"Zm00001eb420200",0.378364439918537,3,"Yes","0.1212349,0.5005651,0.5474875"
"Zm00001eb334170",0.3784576,1,"No","0.3784576"
"Zm00001eb080670",0.378981998170378,8,"Yes","0.09947237,0.927073,0.3306727,0.6831709,0.9840855,0.1779779,0.05189293,0.4202777"
"Zm00001eb240590",0.3790825,1,"No","0.3790825"
"Zm00001eb254290",0.3791769,1,"No","0.3791769"
"Zm00001eb242650",0.3792453,1,"No","0.3792453"
"Zm00001eb406600",0.380176347668502,6,"Yes","0.2258115,0.2599311,0.5009357,0.08977578,0.7281164,0.7030656"
"Zm00001eb416390",0.3804924,1,"No","0.3804924"
"Zm00001eb221560",0.3810692,1,"No","0.3810692"
"Zm00001eb421500",0.3811868,1,"No","0.3811868"
"Zm00001eb327150",0.381225207315962,7,"Yes","0.09469309,0.7204228,0.1053592,0.3331715,0.760325,0.9190425,0.888107"
"Zm00001eb173350",0.381257876009047,9,"Yes","0.6684303,0.4745114,0.5934156,0.2847652,0.02872488,0.129906,0.1600859,0.4192066,0.3617414"
"Zm00001eb211410",0.3812791,1,"No","0.3812791"
"Zm00001eb037980",0.381300235445171,2,"Yes","0.519159,0.216305"
"Zm00001eb285250",0.3816802,1,"No","0.3816802"
"Zm00001eb054350",0.381885912058711,2,"Yes","0.7253615,0.2138162"
"Zm00001eb389870",0.3819977,1,"No","0.3819977"
"Zm00001eb050650",0.382627389762353,3,"Yes","0.5053878,0.09058141,0.5435402"
"Zm00001eb042520",0.383050222137747,3,"Yes","0.2216076,0.3215491,0.4471056"
"Zm00001eb226810",0.383413611686949,3,"Yes","0.3168632,0.3019352,0.8827959"
"Zm00001eb423880",0.383692519928675,2,"Yes","0.2154471,0.8021025"
"Zm00001eb030850",0.383985938307351,6,"Yes","0.2650152,0.7408062,0.2506099,0.1430103,0.4500561,0.7968645"
"Zm00001eb238780",0.384014105346116,3,"Yes","0.8130678,0.2919607,0.3017328"
"Zm00001eb190990",0.384118076476678,3,"Yes","0.3353336,0.1438405,0.9684093"
"Zm00001eb076400",0.3845418,1,"No","0.3845418"
"Zm00001eb224550",0.3856155,1,"No","0.3856155"
"Zm00001eb136510",0.3857615,1,"No","0.3857615"
"Zm00001eb229690",0.385799713305083,2,"Yes","0.6727838,0.2257527"
"Zm00001eb086820",0.385847,1,"No","0.385847"
"Zm00001eb067370",0.385961956092204,3,"Yes","0.1813097,0.8913208,0.3373684"
"Zm00001eb096950",0.3866059,1,"No","0.3866059"
"Zm00001eb013270",0.387264710424083,3,"Yes","0.8119695,0.3380093,0.1663003"
"Zm00001eb281290",0.387438526767747,3,"Yes","0.422191,0.1914898,0.3364535"
"Zm00001eb053970",0.387790327542796,13,"Yes","0.3287307,0.8492594,0.4381451,0.9330646,0.2232784,0.5721663,0.9447176,0.8639689,0.9936783,0.6407837,0.01452724,0.6245169,0.6347665"
"Zm00001eb118990",0.3879086,1,"No","0.3879086"
"Zm00001eb123340",0.388764261598164,19,"Yes","0.05906763,0.01047417,0.03132395,0.9973293,0.9764117,0.787429,0.8146648,0.7740951,0.7168282,0.1518433,0.6226851,0.7084422,0.6222927,0.6205032,0.3935614,0.7640678,0.5408618,0.7197715,0.09564762"
"Zm00001eb252300",0.388848943714967,7,"Yes","0.5837134,0.4050913,0.03257428,0.936364,0.1598215,0.4183397,0.3752321"
"Zm00001eb053910",0.3889764,1,"No","0.3889764"
"Zm00001eb380670",0.3889984,1,"No","0.3889984"
"Zm00001eb072250",0.3892098,1,"No","0.3892098"
"Zm00001eb119970",0.389440321105861,2,"Yes","0.2241327,0.5790624"
"Zm00001eb371450",0.38952,1,"No","0.38952"
"Zm00001eb019130",0.390310845105097,2,"Yes","0.4403723,0.2203987"
"Zm00001eb365840",0.39241421328619,4,"Yes","0.5772454,0.608044,0.2446999,0.2067609"
"Zm00001eb408960",0.3926825,1,"No","0.3926825"
"Zm00001eb366320",0.39286630040881,3,"Yes","0.09663466,0.7204858,0.3906873"
"Zm00001eb366330",0.39286630040881,3,"Yes","0.09663466,0.7204858,0.3906873"
"Zm00001eb158270",0.393164213385962,4,"Yes","0.5294016,0.3485126,0.1730067,0.2546921"
"Zm00001eb139700",0.393260901422607,3,"Yes","0.4296502,0.09608308,0.6645255"
"Zm00001eb115070",0.393265743324366,2,"Yes","0.2216168,0.5894086"
"Zm00001eb255520",0.393618172272496,2,"Yes","0.2221002,0.2592104"
"Zm00001eb053560",0.393813051101351,6,"Yes","0.9990982,0.9610301,0.04348985,0.4069632,0.7336617,0.6497042"
"Zm00001eb347340",0.395033,1,"No","0.395033"
"Zm00001eb396470",0.395470386495139,2,"Yes","0.2282737,0.4489058"
"Zm00001eb033780",0.395823,1,"No","0.395823"
"Zm00001eb387110",0.3958338,1,"No","0.3958338"
"Zm00001eb233280",0.3960358,1,"No","0.3960358"
"Zm00001eb001120",0.3968541,1,"No","0.3968541"
"Zm00001eb140930",0.397017411824986,3,"Yes","0.3419487,0.1128263,0.7157761"
"Zm00001eb052250",0.397313907961412,2,"Yes","0.2584214,0.9721145"
"Zm00001eb310410",0.397347915746271,4,"Yes","0.4060398,0.652538,0.2937895,0.07860821"
"Zm00001eb160300",0.397369423379347,3,"Yes","0.3413719,0.2926332,0.4841321"
"Zm00001eb039240",0.397372217285774,4,"Yes","0.6884905,0.8580047,0.08244674,0.3330831"
"Zm00001eb056860",0.398673454389334,7,"Yes","0.9948085,0.5362983,0.5728263,0.03599237,0.6363653,0.5400275,0.1384838"
"Zm00001eb046910",0.3988579,1,"No","0.3988579"
"Zm00001eb282030",0.398982431291104,2,"Yes","0.5825228,0.2555205"
"Zm00001eb429620",0.399079942488271,3,"Yes","0.3443257,0.2967263,0.8084261"
"Zm00001eb211370",0.399247480701417,3,"Yes","0.4876608,0.09770171,0.7160905"
"Zm00001eb247460",0.3993052,1,"No","0.3993052"
"Zm00001eb076370",0.399316944056409,2,"Yes","0.3158432,0.2249616"
"Zm00001eb142490",0.399431847841503,2,"Yes","0.324203,0.2301277"
"Zm00001eb113150",0.399560728671441,11,"Yes","0.1733661,0.1670158,0.8086214,0.8440179,0.08124481,0.6471223,0.7929001,0.6981927,0.5431747,0.1078664,0.7051217"
"Zm00001eb108700",0.399588223675168,4,"Yes","0.1648448,0.2819293,0.299496,0.2423165"
"Zm00001eb291590",0.399664648677102,3,"Yes","0.4250146,0.6918345,0.1297046"
"Zm00001eb017520",0.3996727,1,"No","0.3996727"
"Zm00001eb351290",0.3997327,1,"No","0.3997327"
"Zm00001eb408760",0.40067755688659,6,"Yes","0.2676126,0.9822883,0.1931447,0.9228492,0.6369825,0.2411514"
